,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
BA0 0 X Store,58.629,124.578,18.918,35.22,21.918,50.237,145.824,55.597,56.046,109.338,52.201,99.639,68.612,57.106,109.668,86.035,105.992,132.933,116.728,57.07,38.553,120.299,57.5,55.256,62.419,113.607,110.421,81.457,62.921,40.517,59.671,108.871,124.233,84.983,78.142,90.932,41.154,43.304,109.766,157.381,18.891,58.993,138.182,47.431,144.125,65.707,120.325,160.987,50.574,81.011,88.316,147.855,64.443,37.596,118.941,138.618,20.079,119.48,65.254,61.95,93.811,70.954,105.684,70.517,67.932,144.976,19.114,37.299,79.641,48.224,51.187,127.817,50.94,18.544,76.762,102.458,42.402,66.06,19.603,97.348,99.005,147.753,73.533,57.081,133.6,62.133,119.901,80.643,108.594,115.568
BE0 0 X Store,60.791,38.562,31.153,42.368,26.797,50.15,49.755,39.518,43.708,58.727,34.319,33.543,21.904,20.882,29.971,41.407,41.905,66.584,69.63,20.528,20.557,6.115,43.756,53.225,63.089,15.483,55.007,55.174,32.942,40.34,49.745,23.632,60.622,46.091,23.203,28.359,40.859,41.647,36.599,93.514,28.585,24.665,64.486,54.076,59.719,71.488,106.757,79.561,40.5,24.647,8.926,62.896,16.284,34.94,74.463,41.499,29.195,17.472,46.333,43.293,71.851,24.144,47.734,43.998,29.474,108.459,31.393,37.167,58.64,31.191,69.56,69.568,39.427,18.314,12.096,44.643,43.339,24.007,28.531,27.302,26.751,42.327,44.492,30.203,7.208,38.714,46.302,27.974,36.235,48.521
BG0 0 X Store,52.737,123.544,30.393,35.776,21.813,47.868,98.399,48.572,47.279,97.315,36.596,93.294,63.057,62.944,64.613,46.381,101.689,136.616,116.182,65.911,68.97,64.801,34.18,44.08,59.058,69.62,105.554,76.815,52.162,40.431,40.156,103.613,97.924,51.87,70.991,84.306,40.159,43.325,84.166,157.037,33.368,63.024,138.964,40.485,142.191,63.29,115.598,122.64,50.69,92.888,46.748,130.562,33.317,36.553,106.353,95.559,20.195,86.773,36.188,57.245,89.804,60.52,101.955,89.576,68.982,139.133,29.487,30.899,72.983,39.562,51.11,127.917,49.939,39.921,36.064,104.597,43.27,49.651,20.893,83.548,50.184,85.675,35.597,69.057,113.774,44.185,126.265,55.892,87.741,116.656
CH0 0 X Store,55.893,39.57,32.81,40.676,24.702,53.673,84.386,32.462,37.351,67.374,54.185,60.888,68.725,17.259,31.088,42.044,73.921,95.813,85.379,21.826,21.569,3.031,36.632,56.858,56.449,15.196,58.858,60.467,22.159,40.384,47.557,39.706,66.276,40.412,55.951,47.956,41.404,43.339,44.182,101.652,29.632,68.976,94.468,54.387,65.627,72.379,115.632,119.331,17.938,49.269,3.025,74.529,30.337,36.577,78.951,56.801,30.36,22.813,45.16,43.908,78.86,68.772,68.626,48.828,52.086,110.1,32.776,42.849,54.033,39.188,65.817,101.936,21.357,18.276,3.077,60.462,43.338,69.578,30.635,49.567,24.738,66.984,47.242,39.595,23.742,36.239,78.806,21.244,46.241,60.067
CZ0 0 X Store,50.359,40.785,19.155,40.383,24.659,54.608,58.842,44.412,50.078,67.232,38.249,47.34,60.664,36.169,41.916,26.903,62.36,94.054,82.14,43.964,24.197,16.773,18.245,44.587,56.949,20.283,74.746,66.488,44.651,40.185,29.255,39.756,42.764,15.332,59.417,47.571,28.82,40.335,52.828,107.742,18.898,56.802,94.084,46.693,71.462,69.752,117.841,92.571,44.772,42.159,12.388,82.162,42.804,39.949,58.001,59.505,24.807,34.306,21.836,43.397,84.653,55.771,62.879,57.162,47.892,91.601,28.397,36.75,51.407,27.267,59.921,93.871,47.862,18.284,18.496,62.204,40.408,50.367,25.5,40.827,43.38,39.338,26.159,44.416,26.078,4.86,71.114,44.405,53.493,59.348
DE0 0 X Store,52.513,39.471,31.203,40.327,30.007,53.069,48.407,40.547,46.628,56.718,18.884,30.1,22.694,9.737,29.899,31.63,41.31,56.479,64.004,8.103,20.845,6.094,24.378,53.729,60.523,15.271,55.435,61.318,33.163,40.32,43.393,27.523,48.152,30.726,29.714,15.034,36.551,40.327,39.276,95.824,27.758,20.133,63.477,57.286,60.329,72.721,102.723,84.08,41.473,15.492,5.593,66.225,15.304,39.188,64.006,42.088,35.855,18.103,41.187,43.491,76.879,46.609,39.469,45.147,18.24,97.823,33.446,29.298,61.496,32.049,67.578,69.057,47.995,18.311,9.381,37.199,40.327,53.25,33.858,19.453,22.926,33.005,37.957,4.117,12.15,25.74,30.363,29.215,40.881,51.684
DK0 0 X Store,45.634,32.286,42.245,43.632,41.569,37.97,43.932,81.436,84.606,67.568,53.998,63.318,14.557,24.956,49.825,35.128,74.886,62.258,82.08,19.85,19.739,10.603,44.016,51.951,40.817,15.252,72.691,55.208,57.359,31.902,50.253,30.002,40.685,26.713,31.136,15.46,38.749,35.078,78.449,80.59,36.576,11.491,68.242,59.462,48.332,56.757,91.889,71.857,57.153,16.922,42.036,113.316,18.79,24.62,49.51,56.9,60.391,15.889,58.492,38.315,76.488,36.808,71.725,43.495,13.995,83.105,51.644,40.014,31.398,39.847,49.628,101.085,58.623,18.805,48.643,36.699,42.698,44.987,54.702,56.992,47.168,38.392,42.548,3.125,15.644,40.334,41.269,61.03,35.079,53.377
DK3 0 X Store,47.359,24.011,29.092,59.722,55.989,102.892,20.139,43.406,44.211,52.578,14.111,63.669,14.008,18.804,16.184,18.021,75.375,78.867,56.367,13.858,19.306,9.15,39.121,47.911,24.978,29.416,166.953,61.797,23.358,133.091,47.716,12.714,24.479,27.391,26.556,16.659,29.72,96.906,30.219,89.506,23.815,10.484,69.198,46.989,49.996,101.776,102.185,52.402,33.06,26.358,28.505,49.352,37.546,80.165,31.608,33.998,49.802,52.068,55.916,133.992,75.448,28.179,33.882,46.786,12.291,65.065,34.61,17.998,24.092,49.655,28.439,95.756,45.3,18.331,35.939,36.154,71.214,33.18,55.515,20.187,31.273,8.789,35.919,3.612,3.029,35.324,55.753,13.228,70.048,41.367
EE6 0 X Store,36.996,19.659,25.24,39.287,51.747,96.804,33.843,49.01,51.979,55.198,37.966,27.692,33.397,34.661,26.122,16.0,27.967,60.913,65.816,33.98,21.264,29.929,68.208,50.304,26.963,19.244,56.589,50.334,35.898,15.198,34.813,47.106,92.135,62.148,40.945,50.487,86.351,18.761,29.918,76.569,21.622,29.971,92.793,58.419,39.713,97.435,75.508,65.935,35.868,32.701,49.0,45.94,17.727,78.411,99.212,43.812,45.893,34.626,38.976,25.42,58.28,53.128,43.11,54.773,28.386,130.221,28.47,61.278,18.886,26.648,28.406,47.709,35.812,18.319,55.548,62.603,27.703,54.465,51.185,26.274,51.05,15.559,36.893,45.481,35.009,62.228,38.654,10.166,54.349,70.967
ES0 0 X Store,75.647,67.082,44.613,31.836,57.009,110.453,79.29,44.653,43.055,109.582,40.133,66.686,33.774,65.591,70.839,72.881,76.203,108.439,84.892,81.018,132.96,69.228,64.781,46.57,62.887,15.196,89.069,81.694,59.444,35.81,50.868,94.48,119.306,90.605,63.443,88.552,44.843,34.652,112.053,129.867,51.244,37.434,140.059,37.771,92.853,105.279,124.256,116.872,39.734,50.548,69.264,148.917,31.192,77.023,119.847,102.88,33.971,16.221,56.915,49.481,95.034,60.95,62.833,137.094,39.985,150.076,38.239,40.159,65.974,44.877,62.769,111.595,46.183,109.24,66.148,104.723,32.026,61.955,48.281,44.026,65.727,59.729,56.783,89.045,78.412,70.355,87.947,82.309,42.095,118.901
ES2 0 X Store,54.316,62.597,56.193,40.159,58.3,96.979,68.453,43.843,36.973,107.109,40.159,77.741,72.477,56.1,66.141,64.827,94.902,105.776,77.368,67.531,129.293,69.243,69.866,47.551,55.056,15.216,100.345,77.193,47.034,40.171,70.685,92.129,98.112,75.35,69.25,84.327,61.49,40.15,106.6,118.238,44.388,67.86,139.54,49.188,81.172,99.43,114.314,101.971,50.091,56.305,69.263,145.055,31.895,69.553,111.588,92.456,47.206,16.946,59.422,51.206,85.371,69.263,52.303,141.61,47.327,145.396,46.944,40.453,59.17,43.452,51.013,123.342,55.193,103.754,68.937,100.168,40.159,69.263,52.159,41.445,65.092,47.483,59.957,78.009,74.781,66.962,90.475,74.876,32.961,120.12
FI3 0 X Store,12.697,19.788,25.467,19.844,14.222,18.057,12.65,17.399,20.521,36.874,34.286,31.579,45.195,18.706,3.21,7.11,37.592,49.457,59.283,11.447,23.748,15.189,28.244,3.223,16.112,6.039,62.483,38.248,24.664,15.566,21.836,35.886,54.467,52.954,21.656,13.498,56.125,17.45,32.401,79.768,18.853,41.936,61.803,4.834,37.117,41.348,68.654,45.607,38.299,29.619,15.189,56.559,10.389,12.15,62.88,14.409,18.186,7.12,16.597,22.826,47.212,35.076,37.894,54.227,28.976,96.229,25.31,53.036,18.158,14.839,16.984,59.89,55.759,18.307,15.293,33.462,18.704,41.706,16.056,20.677,7.176,6.039,10.868,3.045,18.55,33.526,34.435,10.506,30.911,57.192
FR0 0 X Store,59.809,38.212,30.174,43.276,27.949,51.993,54.073,39.085,42.43,66.213,27.141,13.956,38.832,30.045,32.548,48.467,32.725,83.371,68.662,32.336,20.847,5.762,45.106,59.431,63.898,15.456,60.231,56.828,18.222,40.403,38.914,31.332,72.068,55.016,11.247,45.458,34.136,42.176,38.907,93.932,30.472,35.798,84.222,55.068,60.435,71.413,112.338,82.264,31.413,32.251,17.475,72.404,18.313,37.881,82.803,53.903,36.058,16.982,49.424,44.559,75.498,30.272,44.376,47.174,29.946,116.442,28.952,31.298,61.509,31.742,72.62,60.587,36.958,18.286,25.601,52.47,43.315,37.155,33.366,21.049,35.212,43.038,46.596,44.458,14.953,49.366,60.358,22.445,36.668,54.95
GB4 0 X Store,50.342,26.279,41.07,58.872,56.12,28.783,43.828,74.654,113.939,56.065,59.613,13.137,23.826,48.115,32.88,40.537,13.234,45.948,59.186,43.641,32.569,47.706,79.758,68.092,77.332,15.384,46.278,40.452,35.124,40.16,30.281,40.5,58.104,58.689,16.765,28.504,71.986,37.306,32.962,76.53,40.648,21.763,46.588,79.172,48.714,44.928,71.874,51.578,33.396,9.164,65.286,41.667,28.32,37.848,65.133,35.478,72.91,9.31,57.228,40.714,52.342,30.213,55.444,53.255,21.613,80.847,42.196,64.21,61.294,28.525,81.809,31.904,34.239,30.068,74.028,28.832,50.568,32.836,67.244,55.41,47.836,33.672,52.592,31.742,31.475,72.287,29.608,25.622,28.615,56.533
GB5 0 X Store,46.107,47.26,36.363,54.276,53.108,36.186,44.562,64.576,71.596,46.741,11.363,4.422,60.743,62.533,11.416,57.367,10.785,64.575,43.683,52.996,20.416,36.719,82.906,51.835,75.279,15.444,49.317,45.064,22.058,40.327,60.112,15.966,60.663,69.264,19.466,33.73,35.507,44.997,12.04,79.292,31.374,55.717,52.285,51.258,62.537,50.418,79.217,56.8,27.079,19.146,61.619,33.258,40.496,36.602,69.031,21.614,71.044,15.838,78.666,42.717,55.244,34.844,14.315,39.494,42.204,93.88,40.413,25.652,69.733,57.512,80.848,47.154,31.775,18.805,67.385,44.497,51.587,39.797,65.024,7.799,41.925,43.902,72.62,43.885,4.458,79.236,42.169,10.412,32.653,41.659
GR0 0 X Store,44.509,107.598,60.648,35.991,27.649,45.276,63.882,35.349,34.655,85.73,32.105,96.308,63.683,65.985,50.318,16.152,103.239,128.914,115.849,65.958,137.122,51.169,45.158,47.681,39.184,36.995,101.834,64.774,48.299,40.35,19.816,98.041,95.774,58.679,68.204,74.661,37.163,43.339,78.249,154.969,81.07,60.896,140.851,35.246,134.194,64.578,108.808,98.151,44.06,78.699,30.969,114.295,18.265,34.237,106.703,73.854,27.648,58.586,20.162,52.75,81.833,51.081,97.358,140.908,65.841,140.925,49.167,31.543,55.359,18.265,38.169,126.865,44.525,112.725,26.887,99.714,43.339,46.715,27.649,77.538,35.175,45.93,16.614,68.59,104.135,48.746,109.739,49.81,68.665,116.906
HR0 0 X Store,55.578,119.124,18.894,35.146,22.352,49.299,144.005,52.995,53.058,109.486,47.199,100.344,57.47,57.058,105.122,76.901,105.926,135.041,119.148,57.031,32.527,115.802,55.306,51.939,58.328,100.779,109.186,79.261,56.466,40.789,53.694,108.527,124.016,84.261,80.16,95.45,39.858,43.3,110.777,154.446,18.907,56.582,137.015,44.967,138.726,64.0,116.564,160.374,51.24,89.276,82.347,147.332,51.535,37.176,118.711,135.369,20.308,114.315,61.428,62.238,91.476,69.943,108.475,65.376,58.004,145.21,19.223,37.185,73.056,45.106,50.433,128.131,51.386,18.311,76.083,105.994,39.193,67.92,19.579,96.887,68.385,142.831,65.945,54.128,133.231,61.636,124.045,75.431,108.73,114.979
HU0 0 X Store,60.552,93.655,18.922,37.156,21.727,51.07,102.753,50.755,53.407,97.887,59.152,84.466,57.234,56.797,88.227,50.735,96.738,121.95,110.411,53.923,25.232,57.386,46.567,55.372,69.158,52.648,99.402,77.968,52.074,40.477,44.172,73.684,91.352,68.404,71.436,71.731,39.704,43.305,93.736,135.825,18.89,57.114,112.739,48.901,115.69,64.959,118.961,131.22,51.483,72.734,51.286,121.505,34.987,37.909,93.295,114.267,21.839,71.735,60.518,54.736,92.131,73.338,101.128,57.144,58.282,122.888,19.112,41.006,63.83,38.32,65.945,120.514,51.129,18.285,54.944,79.386,43.205,68.078,20.826,89.471,68.401,90.009,51.969,53.957,78.957,56.073,108.662,68.024,81.136,85.863
IE4 0 X Store,52.179,25.344,41.638,47.148,63.488,38.208,43.877,64.859,78.516,56.058,64.82,21.064,54.88,53.568,23.988,38.699,19.999,61.822,68.173,42.195,36.729,32.862,65.473,51.335,67.829,13.923,52.81,45.382,34.531,40.159,23.138,43.276,58.776,62.855,32.142,28.504,76.347,37.01,41.006,78.097,42.618,45.23,46.349,59.304,47.813,50.424,78.165,52.078,44.475,21.754,41.932,49.487,19.144,44.402,64.177,35.928,72.28,9.233,51.599,41.91,56.398,46.937,61.615,66.554,37.687,85.852,49.767,73.397,46.477,21.738,77.633,37.004,50.745,31.775,49.943,29.049,40.98,53.592,75.222,61.546,40.835,39.036,44.392,28.868,33.216,64.617,53.017,32.592,29.352,59.407
IT0 0 X Store,43.768,47.26,33.246,43.339,28.268,53.241,104.62,41.223,34.424,109.857,30.567,70.687,69.264,58.915,93.227,53.012,79.363,114.706,92.687,69.263,21.947,61.934,37.15,40.636,50.826,39.667,90.135,53.513,69.023,40.506,48.768,100.479,103.664,47.299,69.022,71.917,36.216,43.332,102.082,107.294,33.706,69.264,139.3,40.904,71.121,69.521,117.13,145.46,69.264,68.687,46.639,150.716,41.416,37.312,114.415,125.54,37.149,53.249,53.679,51.854,78.422,69.264,73.594,56.242,69.009,146.72,32.283,24.591,50.809,44.808,61.032,116.102,69.264,18.291,35.377,96.742,43.339,69.264,37.041,55.499,59.303,78.621,51.2,69.136,103.055,43.339,97.885,70.718,69.845,117.383
IT1 0 X Store,40.818,37.075,33.301,43.34,32.164,51.801,86.472,43.321,41.341,110.106,23.396,62.233,61.451,66.055,85.237,54.486,76.004,112.041,88.493,69.261,20.835,58.383,44.527,34.048,50.759,34.564,96.382,47.12,43.651,40.22,43.339,100.619,79.776,45.562,59.769,69.309,27.054,43.339,81.76,97.267,33.994,61.618,139.624,35.587,61.862,69.22,109.428,125.122,43.339,65.326,57.007,127.331,40.441,35.156,105.102,118.633,33.667,53.904,60.391,47.918,70.819,58.908,68.001,59.132,64.472,143.885,31.582,22.58,46.971,43.339,49.483,111.785,43.339,18.303,50.481,93.654,43.339,58.581,34.318,44.531,51.477,63.413,55.991,69.19,102.407,43.424,88.174,53.953,66.198,118.585
LT6 0 X Store,42.691,20.154,25.49,51.772,55.533,101.522,38.006,44.195,47.095,53.062,48.818,27.7,48.072,50.803,19.814,10.175,28.476,65.374,64.413,46.564,21.235,28.026,75.102,58.672,24.589,3.127,59.151,52.021,40.665,15.216,25.311,50.361,100.291,67.73,31.136,50.446,91.485,15.479,26.749,78.755,18.912,33.58,90.051,63.795,40.849,98.656,82.978,72.975,49.882,29.142,46.556,50.048,6.314,88.616,103.588,36.718,47.154,13.551,42.462,28.686,61.046,36.834,41.389,55.963,27.714,132.49,28.208,67.056,18.886,12.573,28.081,51.694,61.637,18.313,48.265,60.51,34.454,31.81,57.892,20.675,43.671,15.692,29.555,46.28,40.728,68.116,36.813,10.238,42.199,72.752
LU0 0 X Store,46.543,41.169,32.285,40.327,25.337,54.912,50.634,37.899,38.951,70.186,24.899,35.21,34.636,15.74,47.705,31.935,42.635,67.449,64.632,11.064,20.505,10.351,22.501,44.825,63.369,15.263,56.422,52.697,30.325,40.185,46.525,31.361,35.335,23.969,43.339,44.676,37.956,40.327,45.388,94.53,26.947,32.332,86.462,47.177,59.042,73.873,94.619,84.648,43.673,22.074,17.795,65.95,16.11,37.41,53.894,60.513,33.85,18.828,46.476,43.062,68.022,64.736,45.264,43.845,32.507,91.752,33.995,32.28,60.563,30.432,67.298,69.414,47.181,18.805,24.225,53.35,40.327,69.661,28.604,22.876,34.804,35.782,38.339,12.218,20.582,21.597,40.5,36.801,38.291,57.21
LV6 0 X Store,41.842,20.082,25.444,49.85,55.672,101.432,37.051,45.162,52.155,53.066,47.613,27.657,36.827,50.311,21.745,11.198,28.054,60.3,63.831,45.95,21.235,28.275,74.849,57.918,24.591,4.698,59.081,51.198,43.689,15.213,34.251,50.929,99.858,67.593,33.205,50.486,81.56,16.832,29.011,79.36,18.93,28.161,90.374,62.837,40.399,98.482,82.212,72.493,47.77,29.299,46.73,50.842,6.535,88.586,103.576,38.519,47.22,14.081,42.715,28.562,59.803,48.159,40.828,55.538,27.573,132.571,28.295,67.35,18.886,19.501,28.084,49.878,48.129,18.318,54.051,60.983,38.457,46.909,57.865,22.062,43.841,15.423,31.015,47.373,39.737,67.951,34.45,10.308,42.175,73.713
ME0 0 X Store,53.695,120.657,18.974,37.854,21.293,49.754,136.227,48.719,47.644,110.278,44.415,100.554,69.146,57.098,91.617,73.124,106.685,131.02,115.058,57.115,40.906,86.293,48.522,46.341,60.357,104.4,107.472,79.877,57.203,40.423,53.987,107.603,115.336,71.197,76.804,84.184,38.265,43.321,110.227,155.483,18.882,67.438,139.806,40.94,142.439,65.513,116.057,154.391,51.341,87.588,52.295,145.375,58.113,37.296,115.993,124.483,20.506,115.756,54.555,57.743,91.677,67.452,100.576,72.352,68.923,143.565,19.055,37.117,71.624,45.718,50.519,129.382,50.256,19.115,44.564,101.773,43.3,61.032,20.517,86.389,57.169,129.827,61.541,62.788,127.876,59.327,117.88,79.321,108.171,116.831
MK0 0 X Store,50.939,122.145,18.278,35.342,21.423,50.487,97.873,46.88,47.874,97.436,34.442,90.159,69.191,57.106,58.011,43.155,98.524,129.409,114.006,56.208,28.575,69.26,31.383,39.361,57.263,46.832,106.409,78.5,43.098,40.426,30.187,102.441,95.75,56.103,67.133,81.654,40.136,43.327,73.655,156.566,18.295,66.586,139.105,34.105,144.07,65.841,115.177,123.864,34.482,86.191,45.556,110.141,18.489,37.534,104.143,90.606,19.857,67.17,24.507,57.106,91.625,62.617,101.864,63.137,69.173,138.507,18.375,34.152,71.097,24.471,50.575,123.162,43.767,18.261,36.266,98.562,43.27,54.692,19.852,87.572,47.108,84.365,27.576,68.845,111.943,47.6,119.311,48.455,73.122,116.351
NL0 0 X Store,46.897,41.168,32.256,43.272,28.706,50.113,48.82,47.431,61.828,63.041,29.362,28.418,31.986,38.497,30.869,35.042,33.899,53.387,55.91,34.712,20.429,13.285,52.367,57.109,66.046,15.253,51.38,54.108,37.42,40.32,48.271,22.066,54.658,47.126,27.282,23.53,49.071,40.327,34.849,92.805,27.907,29.464,53.75,60.498,61.511,68.55,91.938,72.579,52.205,15.189,24.472,56.343,23.51,35.71,67.744,44.483,37.01,16.039,45.717,41.855,73.198,39.597,32.572,43.298,30.028,99.25,31.897,44.014,64.209,44.51,69.727,59.66,62.077,18.294,30.957,45.232,40.754,44.463,35.362,18.894,31.56,42.355,41.449,26.687,5.672,52.582,32.564,27.678,36.807,47.655
NO3 0 X Store,129.841,130.721,114.865,132.297,114.615,128.113,143.218,82.452,136.688,106.232,114.408,112.28,131.779,139.659,113.562,118.917,106.391,136.327,120.575,144.979,143.617,135.251,111.721,115.97,136.527,137.878,152.239,121.943,142.968,154.07,118.965,106.126,129.171,131.352,119.613,131.388,106.592,146.434,120.087,152.774,145.144,128.867,133.708,99.116,141.365,106.011,128.995,154.323,150.556,125.033,127.421,147.044,101.655,124.64,115.068,137.374,122.229,127.132,146.44,133.705,116.718,122.531,121.811,139.111,119.882,141.284,115.74,114.025,126.943,107.625,100.721,122.586,139.692,126.618,122.938,111.365,123.558,125.226,99.759,134.955,131.67,157.599,119.414,157.424,132.296,149.629,146.469,100.645,107.036,110.143
PL0 0 X Store,47.824,30.517,32.875,35.882,29.995,45.796,45.022,43.08,49.986,59.051,30.261,31.072,38.209,19.673,22.941,19.289,37.492,67.178,48.532,13.782,20.471,8.658,48.681,45.344,39.381,16.911,59.435,66.71,48.335,40.012,62.921,21.553,35.512,30.41,31.164,6.039,50.368,36.992,47.107,85.841,21.527,28.226,47.7,45.804,51.53,64.309,103.042,78.923,55.356,15.923,21.23,64.732,38.076,35.738,51.775,42.125,42.809,19.064,27.165,42.512,79.593,42.904,27.496,45.657,16.647,84.942,35.356,43.457,34.769,54.845,43.728,64.396,63.512,18.293,30.624,15.377,35.545,53.401,36.404,16.313,18.639,25.954,26.575,9.229,4.405,46.309,38.858,28.389,44.311,46.614
PT0 0 X Store,78.318,66.929,47.87,31.843,57.07,110.843,81.316,49.967,46.897,110.393,40.144,66.652,33.683,69.543,71.701,73.779,78.356,106.692,85.638,82.91,135.278,69.247,82.731,46.569,62.886,15.196,92.767,84.542,60.908,35.781,50.477,94.849,117.865,95.801,63.521,88.63,44.332,34.709,112.059,132.885,56.103,37.4,141.451,39.283,93.339,107.128,125.796,118.912,39.162,51.069,69.186,148.812,29.837,77.42,122.811,103.539,34.584,16.369,73.118,50.403,96.645,61.118,64.189,139.686,40.022,151.333,44.349,40.159,65.973,42.001,63.023,112.273,46.393,112.472,69.042,106.066,32.037,65.888,48.282,44.807,65.725,61.501,59.727,88.994,79.247,76.655,88.706,82.132,41.272,119.984
RO0 0 X Store,51.216,120.471,27.161,38.248,21.738,47.305,101.984,51.125,52.06,98.287,35.453,97.173,56.111,56.125,70.602,49.971,103.689,138.678,115.902,56.131,61.942,80.348,47.727,42.819,59.141,79.341,100.501,74.756,54.184,40.44,41.818,104.353,98.787,57.151,76.332,91.236,47.037,43.32,92.662,157.213,27.663,55.885,137.278,40.142,137.909,63.357,113.879,124.168,52.773,93.184,54.533,137.132,43.749,35.824,102.583,99.685,20.43,93.555,39.594,55.942,88.251,67.502,102.947,85.132,56.267,136.731,26.564,36.485,69.569,40.064,50.166,129.179,51.71,34.556,53.308,102.673,43.284,65.84,20.87,84.239,52.201,90.806,40.989,56.153,117.136,55.489,126.569,60.65,92.791,115.67
RS0 0 X Store,56.252,122.937,18.991,35.696,21.871,50.051,113.48,49.286,52.135,95.967,41.509,99.966,69.055,57.093,64.14,55.736,105.202,138.0,119.218,57.071,46.768,73.6,48.685,48.175,57.807,80.328,108.123,79.959,52.464,40.439,42.34,99.139,110.461,70.109,81.13,91.631,44.213,43.321,101.023,157.54,18.969,65.756,139.19,40.883,141.884,65.341,118.766,133.878,50.51,100.651,52.815,138.006,44.953,37.738,110.417,95.536,20.481,96.83,47.431,58.521,92.596,73.051,107.723,76.292,68.905,140.018,19.119,36.35,76.538,42.76,52.214,129.042,50.671,19.755,50.515,104.837,43.198,71.972,20.101,94.484,48.04,104.689,50.437,57.12,108.248,59.15,130.889,66.928,94.234,114.026
SE3 0 X Store,75.038,37.368,19.214,94.111,69.817,112.008,65.834,36.607,40.65,46.615,68.911,106.266,20.662,7.522,11.462,43.279,105.149,82.139,112.092,4.772,20.419,96.681,61.728,64.154,33.033,140.934,153.796,86.196,12.877,155.963,79.162,87.983,69.787,62.951,91.292,13.152,73.931,125.867,30.229,103.664,18.964,24.062,61.464,61.98,66.647,100.561,110.37,91.773,25.781,39.425,75.699,52.275,95.532,102.019,78.0,27.799,61.589,134.47,60.304,134.669,87.449,79.74,103.317,50.361,32.062,113.878,20.964,74.839,28.248,85.977,36.463,124.973,42.832,18.343,69.672,33.075,93.864,72.737,60.504,91.116,27.37,44.201,56.504,3.087,96.529,68.407,69.6,9.548,116.028,100.067
SI0 0 X Store,49.14,119.627,18.875,34.986,22.732,53.528,134.606,47.647,46.673,109.505,35.413,95.966,57.129,57.137,76.003,49.107,104.403,129.428,113.109,56.794,32.288,58.83,34.775,39.565,55.157,93.461,113.142,79.175,55.687,41.189,52.65,100.085,99.532,59.175,68.199,73.108,40.16,43.304,99.274,154.882,18.919,56.317,132.789,37.986,143.378,65.247,114.713,156.647,50.93,81.841,33.421,141.076,45.11,36.382,108.796,117.801,20.851,112.215,44.799,62.078,91.553,54.602,95.353,67.096,57.116,143.105,18.977,34.955,65.973,43.563,38.238,127.517,52.053,18.304,26.649,93.627,40.493,53.438,20.958,75.15,55.874,114.873,44.617,54.058,103.113,49.803,116.835,65.89,106.4,114.254
SK0 0 X Store,54.161,42.267,27.632,31.173,20.771,52.907,73.443,42.736,41.531,67.757,63.517,58.423,51.829,44.346,39.898,27.466,77.526,111.771,102.957,44.338,25.462,27.864,30.465,45.861,53.349,29.398,92.772,73.584,44.5,40.187,52.73,53.843,59.464,30.145,57.099,54.799,35.194,40.156,61.809,108.06,18.888,56.82,104.08,43.427,72.487,69.236,121.205,105.732,42.394,58.476,19.768,101.223,49.861,36.562,70.738,64.531,24.617,45.613,4.418,49.788,90.796,63.329,87.895,56.713,55.51,104.087,28.629,43.775,50.664,55.134,55.351,110.916,41.501,18.262,25.675,68.584,38.791,47.972,25.213,70.083,41.715,52.325,23.128,44.906,47.586,28.221,91.906,41.798,63.118,70.873
