,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
BA0 0 X Store,116.81,19.608,29.266,85.885,21.019,30.724,87.17,38.757,131.519,131.745,94.575,77.781,111.699,83.21,75.049,120.828,39.883,40.486,89.605,120.988,130.702,109.668,38.993,112.43,105.737,85.769,113.547,35.039,95.382,108.721,69.867,119.336,142.554,110.299,40.151,94.183,139.394,96.377,108.348,72.956,115.231,117.03,125.859,99.498,20.673,83.115,106.609,42.066,18.392,128.989,84.979,103.482,55.304,91.824,87.409,106.531,75.829,18.506,134.919,112.732,84.947,80.59,75.644,100.128,93.959,98.474,106.451,110.159,97.345,85.097,120.314,83.318,79.241,113.265,121.961
BE0 0 X Store,36.055,18.547,30.381,29.828,18.811,28.416,33.48,34.67,38.709,40.319,26.734,31.728,20.549,55.722,32.564,66.298,39.73,40.35,24.251,37.679,38.053,29.971,33.53,35.127,33.178,26.399,59.832,32.224,26.878,15.151,25.145,44.501,41.894,18.313,39.901,28.371,9.585,51.671,15.874,53.175,15.501,7.246,37.824,7.926,18.437,25.731,32.78,41.222,18.267,34.721,60.052,33.593,42.676,36.229,57.304,24.102,31.96,18.445,36.197,40.842,25.636,29.13,56.115,43.081,6.916,26.169,15.74,30.513,22.099,25.382,58.207,7.727,25.553,15.349,71.486
BG0 0 X Store,117.541,42.033,28.406,81.603,38.03,28.437,72.263,37.339,130.556,81.321,81.301,53.371,81.555,77.094,71.814,97.074,39.845,40.423,100.265,60.032,129.291,64.613,37.409,102.467,98.859,74.477,91.207,33.945,81.16,74.325,72.81,70.177,82.657,102.018,40.147,58.036,116.086,79.176,70.343,69.429,73.343,102.816,125.937,86.012,54.909,74.06,100.329,41.366,38.588,65.275,78.99,95.696,46.883,85.87,82.176,68.525,71.315,41.095,135.227,71.128,72.201,54.118,70.855,60.617,82.797,67.278,73.603,113.2,95.771,94.522,93.388,78.293,84.465,74.424,100.41
CH0 0 X Store,40.463,18.182,29.619,47.794,18.813,29.048,48.936,36.196,39.984,55.607,48.179,25.943,33.671,61.418,46.698,65.651,39.742,40.337,49.515,40.852,39.282,31.088,34.051,69.395,65.998,47.339,65.183,33.039,48.781,15.135,47.798,73.822,64.056,51.382,39.907,23.666,24.401,55.57,15.333,59.833,15.197,22.928,39.002,19.706,18.146,26.901,64.888,41.227,18.277,37.717,66.826,65.378,42.725,58.079,63.337,32.249,46.72,18.448,39.517,56.988,44.234,21.331,59.98,56.851,19.885,20.88,18.146,52.958,47.136,51.318,64.475,19.657,52.404,15.119,69.438
CZ0 0 X Store,48.893,18.547,31.19,49.327,18.815,33.242,50.973,38.576,40.931,35.28,40.457,43.943,40.962,69.258,46.011,45.855,39.673,40.19,39.931,48.923,40.822,41.916,37.988,54.11,47.924,35.467,41.806,35.096,37.365,22.352,43.276,43.383,36.588,53.456,39.8,46.714,25.109,36.695,22.668,63.521,20.521,23.997,40.625,20.679,18.442,39.887,48.808,40.966,18.281,45.752,71.363,47.603,42.608,55.258,67.67,39.518,45.79,18.452,45.119,36.617,40.879,44.591,69.965,33.862,19.203,36.389,28.894,46.062,50.284,43.717,38.938,20.448,45.317,21.452,44.915
DE0 0 X Store,37.8,18.547,30.03,16.682,18.812,28.71,27.822,38.345,40.849,32.736,19.399,30.976,20.782,62.036,16.325,51.287,39.721,40.334,16.84,39.479,38.898,29.899,36.642,31.025,32.069,18.636,48.844,35.373,18.919,15.136,15.152,34.584,32.591,12.945,39.891,29.223,11.282,42.055,15.547,54.84,15.263,10.44,39.071,10.919,18.44,25.564,31.967,41.142,18.338,34.391,64.093,30.549,42.703,32.901,62.836,23.841,16.959,18.448,37.895,32.846,19.945,28.581,54.473,27.93,10.768,27.881,15.723,18.028,12.242,15.736,45.77,9.718,15.202,15.185,52.808
DK0 0 X Store,31.172,18.533,22.34,15.648,18.809,24.555,55.223,24.447,31.555,37.208,57.974,65.382,21.877,55.248,15.869,39.028,31.491,31.035,15.469,60.035,32.094,49.825,22.465,67.949,70.848,52.728,40.399,22.377,63.241,15.133,18.195,31.48,38.357,12.623,31.78,64.143,16.741,37.67,15.43,48.998,15.253,13.281,31.618,15.967,18.42,74.187,69.425,30.245,18.805,56.268,57.108,66.155,30.094,57.026,57.809,33.949,15.433,18.444,30.97,37.632,52.269,63.563,44.33,34.273,14.125,63.869,15.767,16.39,14.055,17.229,41.02,8.946,18.757,15.168,38.482
DK3 0 X Store,28.004,18.567,79.597,16.355,18.812,89.897,20.175,81.293,22.877,10.042,18.103,12.685,8.367,61.174,17.842,26.418,133.286,134.56,25.39,25.353,23.466,16.184,93.028,71.55,70.908,20.93,24.421,85.39,19.514,35.471,26.546,6.203,8.779,12.659,137.907,13.352,3.117,16.032,31.536,59.684,28.93,3.043,24.286,3.094,18.439,10.848,68.567,122.089,18.383,19.261,59.54,68.793,124.22,54.62,63.002,11.547,17.172,18.448,24.944,8.828,18.284,13.125,67.597,6.82,3.03,13.299,34.748,21.37,13.873,27.998,23.063,3.077,31.234,33.981,24.893
EE6 0 X Store,24.293,18.567,73.635,48.491,18.795,80.713,28.202,76.713,18.708,15.965,26.272,18.923,14.099,49.95,51.047,86.186,15.109,15.211,34.359,29.107,19.386,26.122,91.092,28.134,27.462,29.07,88.556,87.649,28.517,19.269,30.102,16.225,15.128,43.423,15.163,12.459,43.759,86.954,16.521,47.916,20.194,31.016,18.97,38.586,18.447,10.188,27.366,15.355,18.323,30.442,48.891,27.682,15.601,29.071,49.032,19.924,50.685,18.447,20.865,15.844,23.412,18.481,45.461,15.639,32.095,9.672,13.177,35.807,42.848,32.704,93.714,25.045,30.841,19.072,86.494
ES0 0 X Store,75.248,100.995,80.797,87.613,98.986,95.728,72.296,81.117,65.027,57.768,43.422,80.726,84.083,82.789,86.602,108.069,35.43,35.759,55.525,71.714,67.26,70.839,91.031,79.368,64.521,40.585,112.634,81.809,41.511,15.113,42.305,81.659,58.275,95.19,35.519,94.713,73.292,94.004,15.348,80.432,15.201,90.659,65.545,71.392,131.287,87.321,63.576,36.361,109.414,77.666,80.996,66.733,37.703,83.115,82.685,69.622,86.6,116.796,70.382,56.424,49.47,80.993,77.584,56.495,73.58,105.712,15.85,67.085,91.224,52.291,116.841,75.194,48.198,15.135,109.636
ES2 0 X Store,68.032,97.108,71.524,84.116,94.658,84.015,61.273,68.539,59.67,43.861,41.414,68.401,75.334,75.946,82.811,93.851,39.614,40.08,59.04,65.174,62.96,66.141,76.625,93.418,74.926,39.619,95.833,75.489,39.8,15.17,50.021,64.958,47.154,89.577,39.744,84.037,71.942,86.256,15.337,69.438,15.214,84.603,60.954,70.841,114.922,78.074,72.01,40.884,103.484,66.896,70.708,79.55,42.595,85.764,74.079,67.822,82.939,110.664,65.219,44.25,45.742,70.584,64.716,47.766,72.84,88.107,15.603,68.008,83.925,59.342,99.339,73.221,55.143,15.189,94.001
FI3 0 X Store,31.534,18.561,12.217,13.634,18.615,12.393,22.671,12.137,18.602,6.209,21.355,24.23,3.478,38.161,15.351,51.053,15.609,15.671,29.393,3.067,19.681,3.21,12.093,32.572,31.08,23.536,54.507,12.089,22.529,6.05,27.806,6.118,6.038,12.695,15.677,14.545,17.525,51.601,6.063,35.277,6.042,18.538,18.532,17.487,18.48,10.927,30.88,16.125,18.301,3.089,39.604,31.553,17.451,32.431,41.621,3.333,14.65,18.435,23.544,6.207,20.798,22.71,37.124,6.063,16.756,10.46,6.114,32.676,11.64,29.182,57.523,21.59,28.267,6.091,57.089
FR0 0 X Store,36.532,18.547,30.525,45.38,18.812,28.588,26.863,39.051,40.445,43.527,20.88,23.706,30.375,57.599,44.489,77.118,39.748,40.386,31.423,43.122,37.685,32.548,37.437,20.002,13.47,20.229,70.109,35.256,20.387,15.153,33.416,53.911,42.426,42.746,39.91,23.017,14.928,58.003,15.888,55.855,15.442,13.882,38.896,14.995,18.44,25.123,13.244,41.487,18.29,40.642,64.796,15.059,42.711,21.769,60.366,30.922,44.68,18.449,37.387,44.262,21.084,22.423,58.212,44.806,14.026,22.51,16.058,35.96,45.226,33.92,66.549,14.034,35.227,15.241,78.19
GB4 0 X Store,24.584,27.129,26.928,28.502,30.388,22.1,59.284,38.041,36.313,34.968,55.402,35.375,12.568,40.457,27.78,61.765,39.866,40.16,3.129,36.444,26.295,32.88,43.803,12.382,15.512,55.32,58.017,46.25,54.291,18.221,15.334,23.498,33.632,8.772,39.88,26.546,36.432,47.073,11.371,39.1,15.378,20.705,32.657,34.925,30.752,13.975,17.377,40.956,29.748,36.118,44.587,13.14,42.613,10.277,43.92,24.986,27.993,31.731,23.96,34.26,56.9,35.376,39.048,25.656,31.375,17.807,9.258,3.116,19.682,9.076,59.623,16.877,10.781,16.289,60.097
GB5 0 X Store,36.372,18.533,27.027,33.575,18.809,25.294,6.157,36.603,47.296,42.981,7.806,13.899,6.395,45.062,42.863,72.027,39.692,40.327,14.994,18.924,46.724,11.416,39.354,6.19,6.208,7.378,62.203,40.607,7.394,16.082,27.66,47.968,43.932,23.838,39.879,10.349,7.357,44.495,15.748,44.285,15.445,3.871,48.763,6.948,18.42,6.427,7.534,40.956,18.805,17.242,44.903,4.424,42.672,6.348,45.019,8.789,41.436,18.444,40.934,43.246,7.074,12.451,39.107,45.258,4.457,7.954,16.399,10.018,31.422,19.389,52.674,3.076,27.856,15.947,73.609
GR0 0 X Store,103.335,102.981,29.745,72.942,106.26,25.685,69.367,34.095,113.906,47.707,75.48,49.359,58.464,63.531,67.914,96.317,39.729,40.343,96.207,50.692,111.27,50.318,34.025,107.393,102.629,70.918,91.015,34.662,77.775,40.167,66.687,37.477,45.778,93.505,39.916,53.744,108.595,77.091,39.194,59.182,35.123,94.705,110.625,82.022,142.222,61.243,104.727,41.271,112.336,51.763,64.939,99.311,43.289,85.112,69.711,49.749,67.615,127.279,117.168,45.406,66.913,49.821,61.785,35.304,78.915,59.774,48.066,116.021,86.566,79.072,90.844,74.321,72.337,39.97,99.092
HR0 0 X Store,112.368,18.638,28.286,89.827,18.958,30.014,88.421,38.703,124.822,125.791,94.161,67.579,111.42,81.423,78.692,120.635,39.763,40.774,99.682,100.301,124.579,105.122,38.748,112.739,105.544,83.791,113.386,34.83,92.691,94.149,72.526,117.157,137.935,111.49,40.952,86.197,138.739,96.604,99.945,71.106,103.568,116.656,120.572,99.23,18.704,82.91,106.261,41.952,18.301,111.463,82.937,103.545,53.224,92.529,85.022,105.943,79.312,18.465,128.256,109.014,86.132,70.561,73.791,97.854,93.597,99.944,104.053,114.703,103.594,91.697,120.582,83.091,83.576,98.898,121.448
HU0 0 X Store,91.027,18.479,30.439,69.538,18.831,33.047,77.471,38.324,95.439,78.451,86.876,63.371,90.407,79.243,58.807,92.079,39.833,40.454,78.423,89.93,97.328,88.227,38.877,99.437,87.94,79.367,84.541,34.196,84.706,53.473,63.413,84.338,86.167,82.691,40.286,80.774,78.578,72.12,53.66,73.478,54.574,68.356,95.75,59.455,18.452,65.75,88.406,41.743,18.281,97.562,80.596,87.768,54.447,86.163,81.059,87.528,59.326,18.446,100.409,72.854,76.125,64.692,77.456,67.952,56.587,80.559,63.212,87.465,76.087,75.663,85.723,52.148,73.698,54.398,91.772
IE4 0 X Store,26.633,29.658,31.611,28.502,29.703,22.896,65.455,44.072,29.226,39.896,61.545,36.363,12.608,45.548,27.781,59.7,39.605,40.159,15.319,27.585,25.333,23.988,47.801,18.996,19.73,60.232,58.807,47.993,61.003,14.614,47.007,23.544,38.761,8.85,39.768,32.298,45.279,48.517,14.159,43.398,13.919,21.779,28.65,42.249,31.381,21.048,23.505,40.956,31.824,28.976,52.633,21.255,42.591,19.085,52.293,24.488,27.994,29.286,26.541,39.786,63.235,34.964,39.318,28.612,33.107,25.767,9.241,15.542,16.63,21.753,59.688,17.487,41.213,14.065,56.894
IT0 0 X Store,48.554,18.225,28.968,70.946,18.816,28.373,68.795,36.318,48.083,61.395,53.517,68.776,95.251,55.064,68.604,90.411,39.779,40.332,72.381,99.843,47.744,93.227,35.588,76.041,69.39,41.351,98.296,33.375,44.711,48.879,68.418,89.663,75.67,87.261,39.938,76.498,106.33,87.602,34.998,56.448,38.759,95.123,46.286,90.304,18.487,77.689,69.037,41.101,18.302,106.939,53.964,70.906,42.73,74.938,53.265,88.336,68.404,18.449,50.994,65.469,60.658,68.88,63.488,70.154,82.274,88.046,41.001,79.857,79.667,69.4,105.524,73.514,69.082,48.609,93.039
IT1 0 X Store,40.725,18.641,29.571,69.001,18.753,26.649,60.535,34.998,37.238,52.937,43.825,66.348,87.325,46.137,68.036,71.599,39.755,40.187,61.526,86.299,36.716,85.237,32.012,70.523,61.841,39.976,78.114,30.714,43.952,43.779,64.453,73.578,61.315,84.365,39.902,59.911,100.031,85.762,35.364,46.576,35.432,92.983,36.724,83.599,18.444,73.662,60.521,40.961,18.265,92.59,49.446,62.472,42.596,80.069,51.077,81.595,68.201,18.447,38.586,56.466,42.604,61.881,52.625,58.386,80.301,69.566,39.106,71.144,77.723,64.902,95.132,73.149,65.775,43.577,75.308
LT6 0 X Store,25.618,18.568,80.978,46.925,18.799,89.078,27.557,87.229,18.798,15.463,20.209,18.59,15.145,52.628,55.721,93.652,15.121,15.235,28.194,18.903,19.742,19.814,102.903,28.105,27.464,25.515,94.354,96.372,24.375,3.098,29.727,17.835,14.807,46.799,15.156,11.974,45.783,89.158,3.187,49.152,3.144,35.909,19.166,39.721,18.447,10.41,27.389,15.368,18.31,19.326,51.624,27.655,15.631,28.378,51.741,17.177,50.245,18.448,21.138,15.165,20.568,18.739,48.37,14.053,34.176,9.839,3.324,33.907,44.243,29.52,100.456,28.025,30.129,3.103,93.897
LU0 0 X Store,37.218,18.533,30.42,44.979,18.809,28.243,30.473,36.785,42.47,37.085,22.643,38.678,38.226,52.728,43.908,36.937,39.661,40.193,21.271,54.252,40.659,47.705,35.015,34.042,34.978,20.586,35.897,33.455,21.661,15.134,22.276,40.342,35.467,44.463,39.795,37.847,21.48,42.94,15.516,44.862,15.272,20.384,41.59,18.426,18.42,32.937,34.674,40.974,18.805,53.977,53.997,35.226,42.619,34.794,53.327,41.333,44.093,18.444,39.592,37.511,23.061,37.188,45.177,33.617,18.305,36.103,15.665,25.066,45.291,22.605,39.296,17.382,22.172,15.172,37.065
LV6 0 X Store,25.505,18.577,80.919,47.601,18.795,87.175,25.806,87.076,18.793,15.56,21.91,21.672,14.535,51.811,55.072,93.599,15.121,15.234,28.486,19.356,19.715,21.745,102.551,28.088,27.431,26.919,94.026,97.194,25.509,4.881,29.745,17.073,14.79,46.461,15.154,12.884,45.435,89.038,4.251,48.809,5.033,35.656,19.16,41.152,18.446,10.433,27.386,15.366,18.311,21.48,51.016,27.63,15.626,28.603,50.962,17.814,50.701,18.448,21.142,15.28,20.555,19.024,47.922,14.487,34.669,9.832,3.207,30.629,44.244,29.724,100.279,28.009,30.304,4.817,93.64
ME0 0 X Store,112.258,23.658,28.902,80.625,21.223,29.19,82.423,38.111,127.491,118.468,83.997,73.362,104.893,80.659,73.676,114.081,40.015,40.42,96.34,94.675,125.777,91.617,37.579,113.274,106.979,72.64,106.682,34.306,82.977,99.157,69.136,108.032,125.021,102.912,39.946,90.523,132.89,91.761,103.334,70.639,108.279,112.375,122.025,96.471,24.091,84.361,107.559,41.384,18.482,101.996,81.768,103.458,46.998,92.217,84.878,92.928,72.04,19.003,130.016,102.11,77.368,76.224,72.895,90.844,90.456,97.63,104.696,111.524,92.034,89.533,111.46,81.458,78.477,103.184,114.961
MK0 0 X Store,114.803,18.184,29.567,77.667,18.838,30.585,75.908,38.317,130.593,79.728,85.419,50.711,81.912,80.175,70.91,93.228,39.844,40.419,99.892,54.254,127.644,58.011,38.189,100.711,97.193,76.868,89.397,34.72,85.37,54.985,69.532,70.814,83.163,98.101,40.004,54.925,114.782,78.449,50.28,69.278,53.998,100.85,125.092,84.916,18.2,64.004,97.597,41.366,18.278,57.925,79.867,92.585,47.422,83.412,84.028,63.366,71.319,18.449,132.527,70.089,76.32,51.329,71.532,59.837,81.088,63.614,55.993,115.78,86.976,87.167,92.016,77.615,78.562,51.293,96.403
NL0 0 X Store,38.972,18.544,30.36,24.645,18.814,29.623,20.754,35.29,44.338,40.258,18.895,34.244,18.218,54.371,26.076,57.841,39.692,40.324,15.335,39.491,40.89,30.869,35.667,29.429,27.941,18.582,54.817,34.788,18.586,15.132,15.132,37.093,41.855,19.794,39.879,27.985,8.911,42.061,15.633,48.118,15.254,4.821,42.26,7.575,18.431,26.049,27.726,40.994,18.332,37.599,59.169,28.471,42.645,30.879,56.154,22.052,26.483,18.462,39.547,40.679,19.279,30.374,45.94,39.7,5.722,26.79,16.102,15.911,22.002,15.189,45.096,4.99,15.168,15.168,58.061
NO3 0 X Store,124.348,112.484,117.181,118.61,120.979,134.093,99.672,127.181,138.614,144.442,129.247,124.623,115.467,125.523,132.617,130.774,155.314,157.581,121.559,128.659,138.202,113.562,169.141,125.117,116.634,123.5,117.981,135.248,127.595,149.322,120.794,127.222,155.673,122.075,168.047,124.194,136.63,97.594,126.224,114.338,137.353,117.176,132.302,98.017,174.604,89.672,116.955,135.3,126.584,134.569,143.287,117.863,141.235,96.905,130.522,111.232,115.077,152.397,143.939,117.995,110.413,118.037,105.263,105.12,92.795,115.822,119.523,128.923,118.312,127.128,121.794,83.75,139.122,149.98,130.748
PL0 0 X Store,33.75,18.544,29.384,6.039,18.812,29.293,19.97,34.88,29.456,26.126,16.314,43.6,16.407,66.792,6.021,39.701,39.62,40.127,15.946,23.221,30.191,22.941,32.462,31.792,31.654,15.673,36.957,31.471,15.858,19.112,18.791,24.897,25.718,6.378,39.47,29.594,5.463,30.249,15.983,61.473,16.908,3.867,28.695,5.409,18.433,22.531,31.667,40.896,18.314,23.676,68.999,31.142,42.331,31.389,68.281,22.252,6.026,18.447,31.061,26.125,17.243,37.286,54.502,23.884,4.446,22.236,16.73,17.989,6.071,16.3,33.568,4.371,17.294,17.983,41.523
PT0 0 X Store,76.941,102.07,84.282,87.723,99.404,97.398,74.882,82.366,65.041,58.236,44.033,80.707,84.894,85.575,86.683,106.16,35.41,35.736,55.895,72.169,67.029,71.701,91.476,81.612,64.529,41.017,111.479,82.334,42.168,15.114,42.986,84.245,60.252,96.792,35.496,93.525,73.771,93.802,15.371,81.687,15.198,91.721,65.516,70.657,130.247,87.203,63.567,36.177,112.909,77.976,83.069,66.759,37.783,84.798,84.83,70.932,86.66,114.853,70.247,56.746,50.917,79.928,79.37,57.684,72.778,105.96,15.799,68.022,92.996,52.424,114.813,76.032,49.004,15.135,108.472
RO0 0 X Store,116.641,37.665,27.6,86.884,32.498,27.197,74.641,36.491,126.627,86.436,81.794,57.239,87.927,76.039,75.289,98.12,39.825,40.424,101.074,65.675,125.617,70.602,36.659,106.87,101.419,75.187,91.985,32.978,82.276,83.712,74.08,73.746,88.889,109.755,39.99,67.08,118.974,79.622,79.036,67.711,83.459,105.268,122.755,86.945,49.162,78.508,102.954,41.379,33.555,73.672,76.361,99.848,46.973,89.601,79.642,73.559,75.5,34.89,132.471,74.422,74.084,58.291,69.585,63.265,84.014,79.159,82.654,115.193,98.11,95.871,95.096,79.822,86.525,84.697,98.923
RS0 0 X Store,116.01,22.369,29.133,87.258,23.174,29.997,83.721,38.746,129.493,98.069,91.898,60.337,87.164,80.811,75.603,108.993,39.856,40.42,107.418,63.855,128.676,64.14,38.861,110.395,104.995,80.675,102.404,35.025,90.742,81.712,78.242,85.052,101.989,108.917,40.049,74.098,109.373,87.008,81.962,72.322,85.761,98.392,124.228,81.045,27.332,78.908,107.21,41.46,19.279,69.119,81.83,102.77,49.249,91.479,84.794,70.555,76.181,19.568,133.689,84.302,83.111,62.704,74.223,72.234,77.497,89.283,86.264,119.306,100.503,103.893,105.433,76.346,93.447,84.108,109.293
SE3 0 X Store,46.569,18.576,97.104,13.028,18.857,111.436,81.21,104.083,38.054,44.907,86.377,9.272,8.452,87.803,14.766,70.223,155.301,158.743,36.586,14.718,37.176,11.462,132.173,112.765,109.831,84.093,65.395,111.901,81.518,150.645,46.239,35.636,41.594,12.381,167.887,9.518,100.901,63.883,128.28,86.327,141.139,88.382,41.182,74.468,18.47,8.492,111.904,138.666,18.325,11.407,88.921,109.867,143.515,89.389,86.922,9.253,14.042,18.456,42.201,40.001,84.983,9.363,93.976,32.617,72.1,8.941,119.401,37.62,11.853,42.473,72.112,63.162,45.525,152.509,69.727
SI0 0 X Store,114.642,18.423,26.958,70.354,18.844,27.036,76.224,37.888,122.29,102.33,72.556,57.901,96.563,81.638,59.989,94.783,39.718,40.657,97.996,72.968,124.516,76.003,37.862,109.398,102.511,63.599,93.928,33.759,72.324,89.717,68.356,102.305,110.505,88.856,40.517,72.854,104.884,86.25,97.372,68.279,96.808,94.558,118.771,82.178,18.7,81.053,103.918,42.112,18.259,78.784,84.028,98.663,51.89,88.882,82.675,83.443,60.951,18.451,130.547,91.296,69.168,60.089,71.096,87.327,78.86,91.247,103.118,112.223,79.312,84.339,98.907,73.005,75.968,90.506,96.437
SK0 0 X Store,49.839,18.522,30.84,54.552,18.837,33.331,74.263,35.386,41.348,42.859,68.89,43.206,44.794,76.469,47.12,61.767,39.681,40.195,58.4,43.025,42.498,39.898,34.235,65.908,56.643,69.336,56.899,31.854,70.027,35.196,54.551,56.09,49.366,67.804,39.813,43.03,43.746,50.327,32.031,73.139,29.843,41.77,42.196,36.534,18.444,47.533,56.007,40.977,18.261,46.533,76.715,58.353,45.327,66.946,75.137,41.041,47.105,18.454,47.935,45.554,65.555,43.385,78.25,44.369,36.042,42.717,41.768,68.224,58.696,59.91,55.198,34.281,59.532,29.404,60.347
